Year,Game #,Date,Time,Round,Stadium,City,Country,Team,Team G,Opponent,Opponent G,Observation
2010,760,27-Jun-10, 20:30 ,Round of 16,Soccer City Stadium,Johannesburg ,South Africa,Argentina,3,Mexico,1, 
2010,760,27-Jun-10, 20:30 ,Round of 16,Soccer City Stadium,Johannesburg ,South Africa,Mexico,1,Argentina,3, 
2010,761,28-Jun-10, 16:00 ,Round of 16,Durban Stadium,Durban ,South Africa,Netherlands,2,Slovakia,1, 
2010,761,28-Jun-10, 16:00 ,Round of 16,Durban Stadium,Durban ,South Africa,Slovakia,1,Netherlands,2, 
2010,762,28-Jun-10, 20:30 ,Round of 16,Ellis Park Stadium,Johannesburg ,South Africa,Brazil,3,Chile,0, 
2010,762,28-Jun-10, 20:30 ,Round of 16,Ellis Park Stadium,Johannesburg ,South Africa,Chile,0,Brazil,3, 
2010,763,29-Jun-10, 16:00 ,Round of 16,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,Paraguay,0,Japan,0,Paraguay win on penalties (5 - 3) 
2010,763,29-Jun-10, 16:00 ,Round of 16,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,Japan,0,Paraguay,0,Paraguay win on penalties (5 - 3) 
2010,764,29-Jun-10, 20:30 ,Round of 16,Cape Town Stadium,Cape Town ,South Africa,Spain,1,Portugal,0, 
2010,764,29-Jun-10, 20:30 ,Round of 16,Cape Town Stadium,Cape Town ,South Africa,Portugal,0,Spain,1, 
2010,765,2-Jul-10, 16:00 ,Quarter-finals,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Netherlands,2,Brazil,1, 
2010,765,2-Jul-10, 16:00 ,Quarter-finals,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Brazil,1,Netherlands,2, 
2010,766,2-Jul-10, 20:30 ,Quarter-finals,Soccer City Stadium,Johannesburg ,South Africa,Uruguay,1,Ghana,1,Uruguay win on penalties (4 - 2) 
2010,766,2-Jul-10, 20:30 ,Quarter-finals,Soccer City Stadium,Johannesburg ,South Africa,Ghana,1,Uruguay,1,Uruguay win on penalties (4 - 2) 
2010,767,3-Jul-10, 16:00 ,Quarter-finals,Cape Town Stadium,Cape Town ,South Africa,Argentina,0,Germany,4, 
2010,767,3-Jul-10, 16:00 ,Quarter-finals,Cape Town Stadium,Cape Town ,South Africa,Germany,4,Argentina,0, 
2010,768,3-Jul-10, 20:30 ,Quarter-finals,Ellis Park Stadium,Johannesburg ,South Africa,Paraguay,0,Spain,1, 
2010,768,3-Jul-10, 20:30 ,Quarter-finals,Ellis Park Stadium,Johannesburg ,South Africa,Spain,1,Paraguay,0, 
2010,769,6-Jul-10, 20:30 ,Semi-finals,Cape Town Stadium,Cape Town ,South Africa,Uruguay,2,Netherlands,3, 
2010,769,6-Jul-10, 20:30 ,Semi-finals,Cape Town Stadium,Cape Town ,South Africa,Netherlands,3,Uruguay,2, 
2010,770,7-Jul-10, 20:30 ,Semi-finals,Durban Stadium,Durban ,South Africa,Germany,0,Spain,1, 
2010,770,7-Jul-10, 20:30 ,Semi-finals,Durban Stadium,Durban ,South Africa,Spain,1,Germany,0, 
2010,771,10-Jul-10, 20:30 ,Match for third place,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Uruguay,2,Germany,3, 
2010,771,10-Jul-10, 20:30 ,Match for third place,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Germany,3,Uruguay,2, 
2010,772,11-Jul-10, 20:30 ,Final,Soccer City Stadium,Johannesburg ,South Africa,Netherlands,0,Spain,1,Spain win after extra time 
2010,772,11-Jul-10, 20:30 ,Final,Soccer City Stadium,Johannesburg ,South Africa,Spain,1,Netherlands,0,Spain win after extra time 
2014,773,12-Jun-14, 17:00 ,Group A,Arena de Sao Paulo,Sao Paulo ,Brazil,Brazil,3,Croatia,1, 
2014,773,12-Jun-14, 17:00 ,Group A,Arena de Sao Paulo,Sao Paulo ,Brazil,Croatia,1,Brazil,3, 
2014,774,13-Jun-14, 13:00 ,Group A,Estadio das Dunas,Natal ,Brazil,Mexico,1,Cameroon,0, 
2014,774,13-Jun-14, 13:00 ,Group A,Estadio das Dunas,Natal ,Brazil,Cameroon,0,Mexico,1, 
2014,775,13-Jun-14, 16:00 ,Group B,Arena Fonte Nova,Salvador ,Brazil,Spain,1,Netherlands,5, 
2014,775,13-Jun-14, 16:00 ,Group B,Arena Fonte Nova,Salvador ,Brazil,Netherlands,5,Spain,1, 
2014,776,13-Jun-14, 18:00 ,Group B,Arena Pantanal,Cuiaba ,Brazil,Chile,3,Australia,1, 
2014,776,13-Jun-14, 18:00 ,Group B,Arena Pantanal,Cuiaba ,Brazil,Australia,1,Chile,3, 
2014,777,14-Jun-14, 13:00 ,Group C,Estadio Mineirao,Belo Horizonte ,Brazil,Colombia,3,Greece,0, 
2014,777,14-Jun-14, 13:00 ,Group C,Estadio Mineirao,Belo Horizonte ,Brazil,Greece,0,Colombia,3, 
2014,778,14-Jun-14, 16:00 ,Group D,Estadio Castelao,Fortaleza ,Brazil,Uruguay,1,Costa Rica,3, 
2014,778,14-Jun-14, 16:00 ,Group D,Estadio Castelao,Fortaleza ,Brazil,Costa Rica,3,Uruguay,1, 
2014,779,14-Jun-14, 18:00 ,Group D,Arena Amazonia,Manaus ,Brazil,England,1,Italy,2, 
2014,779,14-Jun-14, 18:00 ,Group D,Arena Amazonia,Manaus ,Brazil,Italy,2,England,1, 
2014,780,14-Jun-14, 22:00 ,Group C,Arena Pernambuco,Recife ,Brazil,Cï¿½te d'Ivoire,2,Japan,1, 
2014,780,14-Jun-14, 22:00 ,Group C,Arena Pernambuco,Recife ,Brazil,Japan,1,Cï¿½te d'Ivoire,2, 
2014,781,15-Jun-14, 13:00 ,Group E,Estadio Nacional,Brasilia ,Brazil,Switzerland,2,Ecuador,1, 
2014,781,15-Jun-14, 13:00 ,Group E,Estadio Nacional,Brasilia ,Brazil,Ecuador,1,Switzerland,2, 
2014,782,15-Jun-14, 16:00 ,Group E,Estadio Beira-Rio,Porto Alegre ,Brazil,France,3,Honduras,0, 
2014,782,15-Jun-14, 16:00 ,Group E,Estadio Beira-Rio,Porto Alegre ,Brazil,Honduras,0,France,3, 
2014,783,15-Jun-14, 19:00 ,Group F,Estadio do Maracana,Rio De Janeiro ,Brazil,Argentina,2,Bosnia and Herzegovina,1, 
2014,783,15-Jun-14, 19:00 ,Group F,Estadio do Maracana,Rio De Janeiro ,Brazil,Bosnia and Herzegovina,1,Argentina,2, 
2014,784,16-Jun-14, 13:00 ,Group G,Arena Fonte Nova,Salvador ,Brazil,Germany,4,Portugal,0, 
2014,784,16-Jun-14, 13:00 ,Group G,Arena Fonte Nova,Salvador ,Brazil,Portugal,0,Germany,4, 
2014,785,16-Jun-14, 16:00 ,Group F,Arena da Baixada,Curitiba ,Brazil,IR Iran,0,Nigeria,0, 
2014,785,16-Jun-14, 16:00 ,Group F,Arena da Baixada,Curitiba ,Brazil,Nigeria,0,IR Iran,0, 
2014,786,16-Jun-14, 19:00 ,Group G,Estadio das Dunas,Natal ,Brazil,Ghana,1,USA,2, 
2014,786,16-Jun-14, 19:00 ,Group G,Estadio das Dunas,Natal ,Brazil,USA,2,Ghana,1, 
2014,787,17-Jun-14, 13:00 ,Group H,Estadio Mineirao,Belo Horizonte ,Brazil,Belgium,2,Algeria,1, 
2014,787,17-Jun-14, 13:00 ,Group H,Estadio Mineirao,Belo Horizonte ,Brazil,Algeria,1,Belgium,2, 
2014,788,17-Jun-14, 16:00 ,Group A,Estadio Castelao,Fortaleza ,Brazil,Brazil,0,Mexico,0, 
2014,788,17-Jun-14, 16:00 ,Group A,Estadio Castelao,Fortaleza ,Brazil,Mexico,0,Brazil,0, 
2014,789,17-Jun-14, 18:00 ,Group H,Arena Pantanal,Cuiaba ,Brazil,Russia,1,Korea Republic,1, 
2014,789,17-Jun-14, 18:00 ,Group H,Arena Pantanal,Cuiaba ,Brazil,Korea Republic,1,Russia,1, 
2014,790,18-Jun-14, 13:00 ,Group B,Estadio Beira-Rio,Porto Alegre ,Brazil,Australia,2,Netherlands,3, 
2014,790,18-Jun-14, 13:00 ,Group B,Estadio Beira-Rio,Porto Alegre ,Brazil,Netherlands,3,Australia,2, 
2014,791,18-Jun-14, 16:00 ,Group B,Estadio do Maracana,Rio De Janeiro ,Brazil,Spain,0,Chile,2, 
2014,791,18-Jun-14, 16:00 ,Group B,Estadio do Maracana,Rio De Janeiro ,Brazil,Chile,2,Spain,0, 
2014,792,18-Jun-14, 18:00 ,Group A,Arena Amazonia,Manaus ,Brazil,Cameroon,0,Croatia,4, 
2014,792,18-Jun-14, 18:00 ,Group A,Arena Amazonia,Manaus ,Brazil,Croatia,4,Cameroon,0, 
2014,793,19-Jun-14, 13:00 ,Group C,Estadio Nacional,Brasilia ,Brazil,Colombia,2,Cï¿½te d'Ivoire,1, 
2014,793,19-Jun-14, 13:00 ,Group C,Estadio Nacional,Brasilia ,Brazil,Cï¿½te d'Ivoire,1,Colombia,2, 
2014,794,19-Jun-14, 16:00 ,Group D,Arena de Sao Paulo,Sao Paulo ,Brazil,Uruguay,2,England,1, 
2014,794,19-Jun-14, 16:00 ,Group D,Arena de Sao Paulo,Sao Paulo ,Brazil,England,1,Uruguay,2, 
2014,795,19-Jun-14, 19:00 ,Group C,Estadio das Dunas,Natal ,Brazil,Japan,0,Greece,0, 
2014,795,19-Jun-14, 19:00 ,Group C,Estadio das Dunas,Natal ,Brazil,Greece,0,Japan,0, 
2014,796,20-Jun-14, 13:00 ,Group D,Arena Pernambuco,Recife ,Brazil,Italy,0,Costa Rica,1, 
2014,796,20-Jun-14, 13:00 ,Group D,Arena Pernambuco,Recife ,Brazil,Costa Rica,1,Italy,0, 
2014,797,20-Jun-14, 16:00 ,Group E,Arena Fonte Nova,Salvador ,Brazil,Switzerland,2,France,5, 
2014,797,20-Jun-14, 16:00 ,Group E,Arena Fonte Nova,Salvador ,Brazil,France,5,Switzerland,2, 
2014,798,20-Jun-14, 19:00 ,Group E,Arena da Baixada,Curitiba ,Brazil,Honduras,1,Ecuador,2, 
2014,798,20-Jun-14, 19:00 ,Group E,Arena da Baixada,Curitiba ,Brazil,Ecuador,2,Honduras,1, 
2014,799,21-Jun-14, 13:00 ,Group F,Estadio Mineirao,Belo Horizonte ,Brazil,Argentina,1,IR Iran,0, 
2014,799,21-Jun-14, 13:00 ,Group F,Estadio Mineirao,Belo Horizonte ,Brazil,IR Iran,0,Argentina,1, 
2014,800,21-Jun-14, 16:00 ,Group G,Estadio Castelao,Fortaleza ,Brazil,Germany,2,Ghana,2, 
2014,800,21-Jun-14, 16:00 ,Group G,Estadio Castelao,Fortaleza ,Brazil,Ghana,2,Germany,2, 
2014,801,21-Jun-14, 18:00 ,Group F,Arena Pantanal,Cuiaba ,Brazil,Nigeria,1,Bosnia and Herzegovina,0, 
2014,801,21-Jun-14, 18:00 ,Group F,Arena Pantanal,Cuiaba ,Brazil,Bosnia and Herzegovina,0,Nigeria,1, 
2014,802,22-Jun-14, 13:00 ,Group H,Estadio do Maracana,Rio De Janeiro ,Brazil,Belgium,1,Russia,0, 
2014,802,22-Jun-14, 13:00 ,Group H,Estadio do Maracana,Rio De Janeiro ,Brazil,Russia,0,Belgium,1, 
2014,803,22-Jun-14, 16:00 ,Group H,Estadio Beira-Rio,Porto Alegre ,Brazil,Korea Republic,2,Algeria,4, 
2014,803,22-Jun-14, 16:00 ,Group H,Estadio Beira-Rio,Porto Alegre ,Brazil,Algeria,4,Korea Republic,2, 
2014,804,22-Jun-14, 18:00 ,Group G,Arena Amazonia,Manaus ,Brazil,USA,2,Portugal,2, 
2014,804,22-Jun-14, 18:00 ,Group G,Arena Amazonia,Manaus ,Brazil,Portugal,2,USA,2, 
2014,805,23-Jun-14, 13:00 ,Group B,Arena da Baixada,Curitiba ,Brazil,Australia,0,Spain,3, 
2014,805,23-Jun-14, 13:00 ,Group B,Arena da Baixada,Curitiba ,Brazil,Spain,3,Australia,0, 
2014,806,23-Jun-14, 13:00 ,Group B,Arena de Sao Paulo,Sao Paulo ,Brazil,Netherlands,2,Chile,0, 
2014,806,23-Jun-14, 13:00 ,Group B,Arena de Sao Paulo,Sao Paulo ,Brazil,Chile,0,Netherlands,2, 
2014,807,23-Jun-14, 17:00 ,Group A,Estadio Nacional,Brasilia ,Brazil,Cameroon,1,Brazil,4, 
2014,807,23-Jun-14, 17:00 ,Group A,Estadio Nacional,Brasilia ,Brazil,Brazil,4,Cameroon,1, 
2014,808,23-Jun-14, 17:00 ,Group A,Arena Pernambuco,Recife ,Brazil,Croatia,1,Mexico,3, 
2014,808,23-Jun-14, 17:00 ,Group A,Arena Pernambuco,Recife ,Brazil,Mexico,3,Croatia,1, 
2014,809,24-Jun-14, 13:00 ,Group D,Estadio das Dunas,Natal ,Brazil,Italy,0,Uruguay,1, 
2014,809,24-Jun-14, 13:00 ,Group D,Estadio das Dunas,Natal ,Brazil,Uruguay,1,Italy,0, 
2014,810,24-Jun-14, 13:00 ,Group D,Estadio Mineirao,Belo Horizonte ,Brazil,Costa Rica,0,England,0, 
2014,810,24-Jun-14, 13:00 ,Group D,Estadio Mineirao,Belo Horizonte ,Brazil,England,0,Costa Rica,0, 
2014,811,24-Jun-14, 16:00 ,Group C,Arena Pantanal,Cuiaba ,Brazil,Japan,1,Colombia,4, 
2014,811,24-Jun-14, 16:00 ,Group C,Arena Pantanal,Cuiaba ,Brazil,Colombia,4,Japan,1, 
2014,812,24-Jun-14, 17:00 ,Group C,Estadio Castelao,Fortaleza ,Brazil,Greece,2,Cï¿½te d'Ivoire,1, 
2014,812,24-Jun-14, 17:00 ,Group C,Estadio Castelao,Fortaleza ,Brazil,Cï¿½te d'Ivoire,1,Greece,2, 
2014,813,25-Jun-14, 13:00 ,Group F,Estadio Beira-Rio,Porto Alegre ,Brazil,Nigeria,2,Argentina,3, 
2014,813,25-Jun-14, 13:00 ,Group F,Estadio Beira-Rio,Porto Alegre ,Brazil,Argentina,3,Nigeria,2, 
2014,814,25-Jun-14, 13:00 ,Group F,Arena Fonte Nova,Salvador ,Brazil,Bosnia and Herzegovina,3,IR Iran,1, 
2014,814,25-Jun-14, 13:00 ,Group F,Arena Fonte Nova,Salvador ,Brazil,IR Iran,1,Bosnia and Herzegovina,3, 
2014,815,25-Jun-14, 16:00 ,Group E,Arena Amazonia,Manaus ,Brazil,Honduras,0,Switzerland,3, 
2014,815,25-Jun-14, 16:00 ,Group E,Arena Amazonia,Manaus ,Brazil,Switzerland,3,Honduras,0, 
2014,816,25-Jun-14, 17:00 ,Group E,Estadio do Maracana,Rio De Janeiro ,Brazil,Ecuador,0,France,0, 
2014,816,25-Jun-14, 17:00 ,Group E,Estadio do Maracana,Rio De Janeiro ,Brazil,France,0,Ecuador,0, 
2014,817,26-Jun-14, 13:00 ,Group G,Arena Pernambuco,Recife ,Brazil,USA,0,Germany,1, 
2014,817,26-Jun-14, 13:00 ,Group G,Arena Pernambuco,Recife ,Brazil,Germany,1,USA,0, 
2014,818,26-Jun-14, 13:00 ,Group G,Estadio Nacional,Brasilia ,Brazil,Portugal,2,Ghana,1, 
2014,818,26-Jun-14, 13:00 ,Group G,Estadio Nacional,Brasilia ,Brazil,Ghana,1,Portugal,2, 
2014,819,26-Jun-14, 17:00 ,Group H,Arena de Sao Paulo,Sao Paulo ,Brazil,Korea Republic,0,Belgium,1, 
2014,819,26-Jun-14, 17:00 ,Group H,Arena de Sao Paulo,Sao Paulo ,Brazil,Belgium,1,Korea Republic,0, 
2014,820,26-Jun-14, 17:00 ,Group H,Arena da Baixada,Curitiba ,Brazil,Algeria,1,Russia,1, 
2014,820,26-Jun-14, 17:00 ,Group H,Arena da Baixada,Curitiba ,Brazil,Russia,1,Algeria,1, 
2014,821,28-Jun-14, 13:00 ,Round of 16,Estadio Mineirao,Belo Horizonte ,Brazil,Brazil,1,Chile,1,Brazil win on penalties (3 - 2) 
2014,821,28-Jun-14, 13:00 ,Round of 16,Estadio Mineirao,Belo Horizonte ,Brazil,Chile,1,Brazil,1,Brazil win on penalties (3 - 2) 
2014,822,28-Jun-14, 17:00 ,Round of 16,Estadio do Maracana,Rio De Janeiro ,Brazil,Colombia,2,Uruguay,0, 
2014,822,28-Jun-14, 17:00 ,Round of 16,Estadio do Maracana,Rio De Janeiro ,Brazil,Uruguay,0,Colombia,2, 
2014,823,30-Jun-14, 13:00 ,Round of 16,Estadio Nacional,Brasilia ,Brazil,France,2,Nigeria,0, 
2014,823,30-Jun-14, 13:00 ,Round of 16,Estadio Nacional,Brasilia ,Brazil,Nigeria,0,France,2, 
2014,824,30-Jun-14, 17:00 ,Round of 16,Estadio Beira-Rio,Porto Alegre ,Brazil,Germany,2,Algeria,1,Germany win after extra time 
2014,824,30-Jun-14, 17:00 ,Round of 16,Estadio Beira-Rio,Porto Alegre ,Brazil,Algeria,1,Germany,2,Germany win after extra time 
2014,825,4-Jul-14, 17:00 ,Quarter-finals,Estadio Castelao,Fortaleza ,Brazil,Brazil,2,Colombia,1, 
2014,825,4-Jul-14, 17:00 ,Quarter-finals,Estadio Castelao,Fortaleza ,Brazil,Colombia,1,Brazil,2, 
2014,826,4-Jul-14, 13:00 ,Quarter-finals,Estadio do Maracana,Rio De Janeiro ,Brazil,France,0,Germany,1, 
2014,826,4-Jul-14, 13:00 ,Quarter-finals,Estadio do Maracana,Rio De Janeiro ,Brazil,Germany,1,France,0, 
2014,827,8-Jul-14, 17:00 ,Semi-finals,Estadio Mineirao,Belo Horizonte ,Brazil,Brazil,1,Germany,7, 
2014,827,8-Jul-14, 17:00 ,Semi-finals,Estadio Mineirao,Belo Horizonte ,Brazil,Germany,7,Brazil,1, 
2014,828,12-Jul-14, 17:00 ,Play-off for third place,Estadio Nacional,Brasilia ,Brazil,Brazil,0,Netherlands,3, 
2014,828,12-Jul-14, 17:00 ,Play-off for third place,Estadio Nacional,Brasilia ,Brazil,Netherlands,3,Brazil,0, 
2014,829,13-Jul-14, 16:00 ,Final,Estadio do Maracana,Rio De Janeiro ,Brazil,Germany,1,Argentina,0,Germany win after extra time 
2014,829,13-Jul-14, 16:00 ,Final,Estadio do Maracana,Rio De Janeiro ,Brazil,Argentina,0,Germany,1,Germany win after extra time 
2014,830,9-Jul-14, 17:00 ,Semi-finals,Arena de Sao Paulo,Sao Paulo ,Brazil,Netherlands,0,Argentina,0,Argentina win on penalties (2 - 4) 
2014,830,9-Jul-14, 17:00 ,Semi-finals,Arena de Sao Paulo,Sao Paulo ,Brazil,Argentina,0,Netherlands,0,Argentina win on penalties (2 - 4) 
2014,831,5-Jul-14, 17:00 ,Quarter-finals,Arena Fonte Nova,Salvador ,Brazil,Netherlands,0,Costa Rica,0,Netherlands win on penalties (4 - 3) 
2014,831,5-Jul-14, 17:00 ,Quarter-finals,Arena Fonte Nova,Salvador ,Brazil,Costa Rica,0,Netherlands,0,Netherlands win on penalties (4 - 3) 
2014,832,5-Jul-14, 13:00 ,Quarter-finals,Estadio Nacional,Brasilia ,Brazil,Argentina,1,Belgium,0, 
2014,832,5-Jul-14, 13:00 ,Quarter-finals,Estadio Nacional,Brasilia ,Brazil,Belgium,0,Argentina,1, 
2014,833,29-Jun-14, 13:00 ,Round of 16,Estadio Castelao,Fortaleza ,Brazil,Netherlands,2,Mexico,1, 
2014,833,29-Jun-14, 13:00 ,Round of 16,Estadio Castelao,Fortaleza ,Brazil,Mexico,1,Netherlands,2, 
2014,834,29-Jun-14, 17:00 ,Round of 16,Arena Pernambuco,Recife ,Brazil,Costa Rica,1,Greece,1,Costa Rica win on penalties (5 - 3) 
2014,834,29-Jun-14, 17:00 ,Round of 16,Arena Pernambuco,Recife ,Brazil,Greece,1,Costa Rica,1,Costa Rica win on penalties (5 - 3) 
2014,835,1-Jul-14, 13:00 ,Round of 16,Arena de Sao Paulo,Sao Paulo ,Brazil,Argentina,1,Switzerland,0,Argentina win after extra time 
2014,835,1-Jul-14, 13:00 ,Round of 16,Arena de Sao Paulo,Sao Paulo ,Brazil,Switzerland,0,Argentina,1,Argentina win after extra time 
2014,836,1-Jul-14, 17:00 ,Round of 16,Arena Fonte Nova,Salvador ,Brazil,Belgium,2,USA,1,Belgium win after extra time 
2014,836,1-Jul-14, 17:00 ,Round of 16,Arena Fonte Nova,Salvador ,Brazil,USA,1,Belgium,2,Belgium win after extra time 
2014,837,28-Jun-14, 13:00 ,Round of 16,Estadio Mineirao,Belo Horizonte ,Brazil,Brazil,1,Chile,1,Brazil win on penalties (3 - 2) 
2014,837,28-Jun-14, 13:00 ,Round of 16,Estadio Mineirao,Belo Horizonte ,Brazil,Chile,1,Brazil,1,Brazil win on penalties (3 - 2) 
2014,838,28-Jun-14, 17:00 ,Round of 16,Estadio do Maracana,Rio De Janeiro ,Brazil,Colombia,2,Uruguay,0, 
2014,838,28-Jun-14, 17:00 ,Round of 16,Estadio do Maracana,Rio De Janeiro ,Brazil,Uruguay,0,Colombia,2, 
2014,839,29-Jun-14, 13:00 ,Round of 16,Estadio Castelao,Fortaleza ,Brazil,Netherlands,2,Mexico,1, 
2014,839,29-Jun-14, 13:00 ,Round of 16,Estadio Castelao,Fortaleza ,Brazil,Mexico,1,Netherlands,2, 
2014,840,29-Jun-14, 17:00 ,Round of 16,Arena Pernambuco,Recife ,Brazil,Costa Rica,1,Greece,1,Costa Rica win on penalties (5 - 3) 
2014,840,29-Jun-14, 17:00 ,Round of 16,Arena Pernambuco,Recife ,Brazil,Greece,1,Costa Rica,1,Costa Rica win on penalties (5 - 3) 
2014,841,30-Jun-14, 13:00 ,Round of 16,Estadio Nacional,Brasilia ,Brazil,France,2,Nigeria,0, 
2014,841,30-Jun-14, 13:00 ,Round of 16,Estadio Nacional,Brasilia ,Brazil,Nigeria,0,France,2, 
2014,842,30-Jun-14, 17:00 ,Round of 16,Estadio Beira-Rio,Porto Alegre ,Brazil,Germany,2,Algeria,1,Germany win after extra time 
2014,842,30-Jun-14, 17:00 ,Round of 16,Estadio Beira-Rio,Porto Alegre ,Brazil,Algeria,1,Germany,2,Germany win after extra time 
2014,843,1-Jul-14, 13:00 ,Round of 16,Arena de Sao Paulo,Sao Paulo ,Brazil,Argentina,1,Switzerland,0,Argentina win after extra time 
2014,843,1-Jul-14, 13:00 ,Round of 16,Arena de Sao Paulo,Sao Paulo ,Brazil,Switzerland,0,Argentina,1,Argentina win after extra time 
2014,844,1-Jul-14, 17:00 ,Round of 16,Arena Fonte Nova,Salvador ,Brazil,Belgium,2,USA,1,Belgium win after extra time 
2014,844,1-Jul-14, 17:00 ,Round of 16,Arena Fonte Nova,Salvador ,Brazil,USA,1,Belgium,2,Belgium win after extra time 
2014,845,4-Jul-14, 13:00 ,Quarter-finals,Estadio do Maracana,Rio De Janeiro ,Brazil,France,0,Germany,1, 
2014,845,4-Jul-14, 13:00 ,Quarter-finals,Estadio do Maracana,Rio De Janeiro ,Brazil,Germany,1,France,0, 
2014,846,4-Jul-14, 17:00 ,Quarter-finals,Estadio Castelao,Fortaleza ,Brazil,Brazil,2,Colombia,1, 
2014,846,4-Jul-14, 17:00 ,Quarter-finals,Estadio Castelao,Fortaleza ,Brazil,Colombia,1,Brazil,2, 
2014,847,5-Jul-14, 13:00 ,Quarter-finals,Estadio Nacional,Brasilia ,Brazil,Argentina,1,Belgium,0, 
2014,847,5-Jul-14, 13:00 ,Quarter-finals,Estadio Nacional,Brasilia ,Brazil,Belgium,0,Argentina,1, 
2014,848,5-Jul-14, 17:00 ,Quarter-finals,Arena Fonte Nova,Salvador ,Brazil,Netherlands,0,Costa Rica,0,Netherlands win on penalties (4 - 3) 
2014,848,5-Jul-14, 17:00 ,Quarter-finals,Arena Fonte Nova,Salvador ,Brazil,Costa Rica,0,Netherlands,0,Netherlands win on penalties (4 - 3) 
2014,849,8-Jul-14, 17:00 ,Semi-finals,Estadio Mineirao,Belo Horizonte ,Brazil,Brazil,1,Germany,7, 
2014,849,8-Jul-14, 17:00 ,Semi-finals,Estadio Mineirao,Belo Horizonte ,Brazil,Germany,7,Brazil,1, 
2014,850,9-Jul-14, 17:00 ,Semi-finals,Arena de Sao Paulo,Sao Paulo ,Brazil,Netherlands,0,Argentina,0,Argentina win on penalties (2 - 4) 
2014,850,9-Jul-14, 17:00 ,Semi-finals,Arena de Sao Paulo,Sao Paulo ,Brazil,Argentina,0,Netherlands,0,Argentina win on penalties (2 - 4) 
2014,851,12-Jul-14, 17:00 ,Play-off for third place,Estadio Nacional,Brasilia ,Brazil,Brazil,0,Netherlands,3, 
2014,851,12-Jul-14, 17:00 ,Play-off for third place,Estadio Nacional,Brasilia ,Brazil,Netherlands,3,Brazil,0, 
2014,852,13-Jul-14, 16:00 ,Final,Estadio do Maracana,Rio De Janeiro ,Brazil,Germany,1,Argentina,0,Germany win after extra time 
2014,852,13-Jul-14, 16:00 ,Final,Estadio do Maracana,Rio De Janeiro ,Brazil,Argentina,0,Germany,1,Germany win after extra time 
