Year,Game #,Date,Time,Round,Stadium,City,Country,Team,Team G,Opponent,Opponent G,Observation
2006,659,14-Jun-06, 15:00 ,Group H,Zentralstadion,Leipzig ,Germany,Spain,4,Ukraine,0, 
2006,659,14-Jun-06, 15:00 ,Group H,Zentralstadion,Leipzig ,Germany,Ukraine,0,Spain,4, 
2006,660,14-Jun-06, 18:00 ,Group H,"FIFA World Cup Stadium, Munich",Munich ,Germany,Tunisia,2,Saudi Arabia,2, 
2006,660,14-Jun-06, 18:00 ,Group H,"FIFA World Cup Stadium, Munich",Munich ,Germany,Saudi Arabia,2,Tunisia,2, 
2006,661,14-Jun-06, 21:00 ,Group A,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,Germany,1,Poland,0, 
2006,661,14-Jun-06, 21:00 ,Group A,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,Poland,0,Germany,1, 
2006,662,15-Jun-06, 15:00 ,Group A,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,Ecuador,3,Costa Rica,0, 
2006,662,15-Jun-06, 15:00 ,Group A,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,Costa Rica,0,Ecuador,3, 
2006,663,15-Jun-06, 18:00 ,Group B,Franken-Stadion,Nuremberg ,Germany,England,2,Trinidad and Tobago,0, 
2006,663,15-Jun-06, 18:00 ,Group B,Franken-Stadion,Nuremberg ,Germany,Trinidad and Tobago,0,England,2, 
2006,664,15-Jun-06, 21:00 ,Group B,Olympiastadion,Berlin ,Germany,Sweden,1,Paraguay,0, 
2006,664,15-Jun-06, 21:00 ,Group B,Olympiastadion,Berlin ,Germany,Paraguay,0,Sweden,1, 
2006,665,16-Jun-06, 15:00 ,Group C,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Germany,Argentina,6,Serbia and Montenegro,0, 
2006,665,16-Jun-06, 15:00 ,Group C,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Germany,Serbia and Montenegro,0,Argentina,6, 
2006,666,16-Jun-06, 18:00 ,Group C,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,Netherlands,2,Cï¿½te d'Ivoire,1, 
2006,666,16-Jun-06, 18:00 ,Group C,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,Cï¿½te d'Ivoire,1,Netherlands,2, 
2006,667,16-Jun-06, 21:00 ,Group D,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,Mexico,0,Angola,0, 
2006,667,16-Jun-06, 21:00 ,Group D,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,Angola,0,Mexico,0, 
2006,668,17-Jun-06, 15:00 ,Group D,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,Portugal,2,IR Iran,0, 
2006,668,17-Jun-06, 15:00 ,Group D,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,IR Iran,0,Portugal,2, 
2006,669,17-Jun-06, 18:00 ,Group E,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,Czech Republic,0,Ghana,2, 
2006,669,17-Jun-06, 18:00 ,Group E,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,Ghana,2,Czech Republic,0, 
2006,670,17-Jun-06, 21:00 ,Group E,Fritz-Walter-Stadion,Kaiserslautern ,Germany,Italy,1,USA,1, 
2006,670,17-Jun-06, 21:00 ,Group E,Fritz-Walter-Stadion,Kaiserslautern ,Germany,USA,1,Italy,1, 
2006,671,18-Jun-06, 15:00 ,Group F,Franken-Stadion,Nuremberg ,Germany,Japan,0,Croatia,0, 
2006,671,18-Jun-06, 15:00 ,Group F,Franken-Stadion,Nuremberg ,Germany,Croatia,0,Japan,0, 
2006,672,18-Jun-06, 18:00 ,Group F,"FIFA World Cup Stadium, Munich",Munich ,Germany,Brazil,2,Australia,0, 
2006,672,18-Jun-06, 18:00 ,Group F,"FIFA World Cup Stadium, Munich",Munich ,Germany,Australia,0,Brazil,2, 
2006,673,18-Jun-06, 21:00 ,Group G,Zentralstadion,Leipzig ,Germany,France,1,Korea Republic,1, 
2006,673,18-Jun-06, 21:00 ,Group G,Zentralstadion,Leipzig ,Germany,Korea Republic,1,France,1, 
2006,674,19-Jun-06, 15:00 ,Group G,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,Togo,0,Switzerland,2, 
2006,674,19-Jun-06, 15:00 ,Group G,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,Switzerland,2,Togo,0, 
2006,675,19-Jun-06, 18:00 ,Group H,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,Saudi Arabia,0,Ukraine,4, 
2006,675,19-Jun-06, 18:00 ,Group H,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,Ukraine,4,Saudi Arabia,0, 
2006,676,19-Jun-06, 21:00 ,Group H,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,Spain,3,Tunisia,1, 
2006,676,19-Jun-06, 21:00 ,Group H,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,Tunisia,1,Spain,3, 
2006,677,20-Jun-06, 16:00 ,Group A,Olympiastadion,Berlin ,Germany,Ecuador,0,Germany,3, 
2006,677,20-Jun-06, 16:00 ,Group A,Olympiastadion,Berlin ,Germany,Germany,3,Ecuador,0, 
2006,678,20-Jun-06, 16:00 ,Group A,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,Costa Rica,1,Poland,2, 
2006,678,20-Jun-06, 16:00 ,Group A,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,Poland,2,Costa Rica,1, 
2006,679,20-Jun-06, 21:00 ,Group B,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,Sweden,2,England,2, 
2006,679,20-Jun-06, 21:00 ,Group B,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,England,2,Sweden,2, 
2006,680,20-Jun-06, 21:00 ,Group B,Fritz-Walter-Stadion,Kaiserslautern ,Germany,Paraguay,2,Trinidad and Tobago,0, 
2006,680,20-Jun-06, 21:00 ,Group B,Fritz-Walter-Stadion,Kaiserslautern ,Germany,Trinidad and Tobago,0,Paraguay,2, 
2006,681,21-Jun-06, 16:00 ,Group D,Zentralstadion,Leipzig ,Germany,Iran,1,Angola,1, 
2006,681,21-Jun-06, 16:00 ,Group D,Zentralstadion,Leipzig ,Germany,Angola,1,Iran,1, 
2006,682,21-Jun-06, 16:00 ,Group D,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Germany,Portugal,2,Mexico,1, 
2006,682,21-Jun-06, 16:00 ,Group D,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Germany,Mexico,1,Portugal,2, 
2006,683,21-Jun-06, 21:00 ,Group C,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,Netherlands,0,Argentina,0, 
2006,683,21-Jun-06, 21:00 ,Group C,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,Argentina,0,Netherlands,0, 
2006,684,21-Jun-06, 21:00 ,Group C,"FIFA World Cup Stadium, Munich",Munich ,Germany,Cï¿½te d'Ivoire,3,Serbia and Montenegro,2, 
2006,684,21-Jun-06, 21:00 ,Group C,"FIFA World Cup Stadium, Munich",Munich ,Germany,Serbia and Montenegro,2,Cï¿½te d'Ivoire,3, 
2006,685,22-Jun-06, 16:00 ,Group E,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,Czech Republic,0,Italy,2, 
2006,685,22-Jun-06, 16:00 ,Group E,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,Italy,2,Czech Republic,0, 
2006,686,22-Jun-06, 16:00 ,Group E,Franken-Stadion,Nuremberg ,Germany,Ghana,2,USA,1, 
2006,686,22-Jun-06, 16:00 ,Group E,Franken-Stadion,Nuremberg ,Germany,USA,1,Ghana,2, 
2006,687,22-Jun-06, 21:00 ,Group F,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,Japan,1,Brazil,4, 
2006,687,22-Jun-06, 21:00 ,Group F,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,Brazil,4,Japan,1, 
2006,688,22-Jun-06, 21:00 ,Group F,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,Croatia,2,Australia,2, 
2006,688,22-Jun-06, 21:00 ,Group F,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,Australia,2,Croatia,2, 
2006,689,23-Jun-06, 16:00 ,Group H,Olympiastadion,Berlin ,Germany,Ukraine,1,Tunisia,0, 
2006,689,23-Jun-06, 16:00 ,Group H,Olympiastadion,Berlin ,Germany,Tunisia,0,Ukraine,1, 
2006,690,23-Jun-06, 16:00 ,Group H,Fritz-Walter-Stadion,Kaiserslautern ,Germany,Saudi Arabia,0,Spain,1, 
2006,690,23-Jun-06, 16:00 ,Group H,Fritz-Walter-Stadion,Kaiserslautern ,Germany,Spain,1,Saudi Arabia,0, 
2006,691,23-Jun-06, 21:00 ,Group G,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,Togo,0,France,2, 
2006,691,23-Jun-06, 21:00 ,Group G,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,France,2,Togo,0, 
2006,692,23-Jun-06, 21:00 ,Group G,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,Switzerland,2,Korea Republic,0, 
2006,692,23-Jun-06, 21:00 ,Group G,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,Korea Republic,0,Switzerland,2, 
2006,693,24-Jun-06, 17:00 ,Round of 16,"FIFA World Cup Stadium, Munich",Munich ,Germany,Germany,2,Sweden,0, 
2006,693,24-Jun-06, 17:00 ,Round of 16,"FIFA World Cup Stadium, Munich",Munich ,Germany,Sweden,0,Germany,2, 
2006,694,24-Jun-06, 21:00 ,Round of 16,Zentralstadion,Leipzig ,Germany,Argentina,2,Mexico,1,Argentina win after extra time 
2006,694,24-Jun-06, 21:00 ,Round of 16,Zentralstadion,Leipzig ,Germany,Mexico,1,Argentina,2,Argentina win after extra time 
2006,695,25-Jun-06, 17:00 ,Round of 16,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,England,1,Ecuador,0, 
2006,695,25-Jun-06, 17:00 ,Round of 16,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,Ecuador,0,England,1, 
2006,696,25-Jun-06, 21:00 ,Round of 16,Franken-Stadion,Nuremberg ,Germany,Portugal,1,Netherlands,0, 
2006,696,25-Jun-06, 21:00 ,Round of 16,Franken-Stadion,Nuremberg ,Germany,Netherlands,0,Portugal,1, 
2006,697,26-Jun-06, 17:00 ,Round of 16,Fritz-Walter-Stadion,Kaiserslautern ,Germany,Italy,1,Australia,0, 
2006,697,26-Jun-06, 17:00 ,Round of 16,Fritz-Walter-Stadion,Kaiserslautern ,Germany,Australia,0,Italy,1, 
2006,698,26-Jun-06, 21:00 ,Round of 16,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,Switzerland,0,Ukraine,0,Ukraine win on penalties (0 - 3) 
2006,698,26-Jun-06, 21:00 ,Round of 16,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,Ukraine,0,Switzerland,0,Ukraine win on penalties (0 - 3) 
2006,699,27-Jun-06, 17:00 ,Round of 16,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,Brazil,3,Ghana,0, 
2006,699,27-Jun-06, 17:00 ,Round of 16,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,Ghana,0,Brazil,3, 
2006,700,27-Jun-06, 21:00 ,Round of 16,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,Spain,1,France,3, 
2006,700,27-Jun-06, 21:00 ,Round of 16,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,France,3,Spain,1, 
2006,701,30-Jun-06, 17:00 ,Quarter-finals,Olympiastadion,Berlin ,Germany,Germany,1,Argentina,1,Germany win on penalties (4 - 2) 
2006,701,30-Jun-06, 17:00 ,Quarter-finals,Olympiastadion,Berlin ,Germany,Argentina,1,Germany,1,Germany win on penalties (4 - 2) 
2006,702,30-Jun-06, 21:00 ,Quarter-finals,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,Italy,3,Ukraine,0, 
2006,702,30-Jun-06, 21:00 ,Quarter-finals,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,Ukraine,0,Italy,3, 
2006,703,1-Jul-06, 17:00 ,Quarter-finals,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Germany,England,0,Portugal,0,Portugal win on penalties (1 - 3) 
2006,703,1-Jul-06, 17:00 ,Quarter-finals,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Germany,Portugal,0,England,0,Portugal win on penalties (1 - 3) 
2006,704,1-Jul-06, 21:00 ,Quarter-finals,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,Brazil,0,France,1, 
2006,704,1-Jul-06, 21:00 ,Quarter-finals,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,France,1,Brazil,0, 
2006,705,4-Jul-06, 21:00 ,Semi-finals,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,Germany,0,Italy,2,Italy win after extra time 
2006,705,4-Jul-06, 21:00 ,Semi-finals,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,Italy,2,Germany,0,Italy win after extra time 
2006,706,5-Jul-06, 21:00 ,Semi-finals,"FIFA World Cup Stadium, Munich",Munich ,Germany,Portugal,0,France,1, 
2006,706,5-Jul-06, 21:00 ,Semi-finals,"FIFA World Cup Stadium, Munich",Munich ,Germany,France,1,Portugal,0, 
2006,707,8-Jul-06, 21:00 ,Third place,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,Germany,3,Portugal,1, 
2006,707,8-Jul-06, 21:00 ,Third place,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,Portugal,1,Germany,3, 
2006,708,9-Jul-06, 20:00 ,Final,Olympiastadion,Berlin ,Germany,Italy,1,France,1,Italy win on penalties (5 - 3) 
2006,708,9-Jul-06, 20:00 ,Final,Olympiastadion,Berlin ,Germany,France,1,Italy,1,Italy win on penalties (5 - 3) 
2010,709,11-Jun-10, 16:00 ,Group A,Soccer City Stadium,Johannesburg ,South Africa,South Africa,1,Mexico,1, 
2010,709,11-Jun-10, 16:00 ,Group A,Soccer City Stadium,Johannesburg ,South Africa,Mexico,1,South Africa,1, 
2010,710,11-Jun-10, 20:30 ,Group A,Cape Town Stadium,Cape Town ,South Africa,Uruguay,0,France,0, 
2010,710,11-Jun-10, 20:30 ,Group A,Cape Town Stadium,Cape Town ,South Africa,France,0,Uruguay,0, 
2010,711,12-Jun-10, 13:30 ,Group B,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Korea Republic,2,Greece,0, 
2010,711,12-Jun-10, 13:30 ,Group B,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Greece,0,Korea Republic,2, 
2010,712,12-Jun-10, 16:00 ,Group B,Ellis Park Stadium,Johannesburg ,South Africa,Argentina,1,Nigeria,0, 
2010,712,12-Jun-10, 16:00 ,Group B,Ellis Park Stadium,Johannesburg ,South Africa,Nigeria,0,Argentina,1, 
2010,713,12-Jun-10, 20:30 ,Group C,Royal Bafokeng Sports Palace,Phokeng ,South Africa,England,1,USA,1, 
2010,713,12-Jun-10, 20:30 ,Group C,Royal Bafokeng Sports Palace,Phokeng ,South Africa,USA,1,England,1, 
2010,714,13-Jun-10, 13:30 ,Group C,Peter Mokaba Stadium,Polokwane ,South Africa,Algeria,0,Slovenia,1, 
2010,714,13-Jun-10, 13:30 ,Group C,Peter Mokaba Stadium,Polokwane ,South Africa,Slovenia,1,Algeria,0, 
2010,715,13-Jun-10, 16:00 ,Group D,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,Serbia,0,Ghana,1, 
2010,715,13-Jun-10, 16:00 ,Group D,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,Ghana,1,Serbia,0, 
2010,716,13-Jun-10, 20:30 ,Group D,Durban Stadium,Durban ,South Africa,Germany,4,Australia,0, 
2010,716,13-Jun-10, 20:30 ,Group D,Durban Stadium,Durban ,South Africa,Australia,0,Germany,4, 
2010,717,14-Jun-10, 13:30 ,Group E,Soccer City Stadium,Johannesburg ,South Africa,Netherlands,2,Denmark,0, 
2010,717,14-Jun-10, 13:30 ,Group E,Soccer City Stadium,Johannesburg ,South Africa,Denmark,0,Netherlands,2, 
2010,718,14-Jun-10, 16:00 ,Group E,Free State Stadium,Mangaung/Bloemfontein ,South Africa,Japan,1,Cameroon,0, 
2010,718,14-Jun-10, 16:00 ,Group E,Free State Stadium,Mangaung/Bloemfontein ,South Africa,Cameroon,0,Japan,1, 
2010,719,14-Jun-10, 20:30 ,Group F,Cape Town Stadium,Cape Town ,South Africa,Italy,1,Paraguay,1, 
2010,719,14-Jun-10, 20:30 ,Group F,Cape Town Stadium,Cape Town ,South Africa,Paraguay,1,Italy,1, 
2010,720,15-Jun-10, 13:30 ,Group F,Royal Bafokeng Sports Palace,Phokeng ,South Africa,New Zealand,1,Slovakia,1, 
2010,720,15-Jun-10, 13:30 ,Group F,Royal Bafokeng Sports Palace,Phokeng ,South Africa,Slovakia,1,New Zealand,1, 
2010,721,15-Jun-10, 16:00 ,Group G,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Cï¿½te d'Ivoire,0,Portugal,0, 
2010,721,15-Jun-10, 16:00 ,Group G,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Portugal,0,Cï¿½te d'Ivoire,0, 
2010,722,15-Jun-10, 20:30 ,Group G,Ellis Park Stadium,Johannesburg ,South Africa,Brazil,2,Korea DPR,1, 
2010,722,15-Jun-10, 20:30 ,Group G,Ellis Park Stadium,Johannesburg ,South Africa,Korea DPR,1,Brazil,2, 
2010,723,16-Jun-10, 13:30 ,Group H,Mbombela Stadium,Nelspruit ,South Africa,Honduras,0,Chile,1, 
2010,723,16-Jun-10, 13:30 ,Group H,Mbombela Stadium,Nelspruit ,South Africa,Chile,1,Honduras,0, 
2010,724,16-Jun-10, 16:00 ,Group H,Durban Stadium,Durban ,South Africa,Spain,0,Switzerland,1, 
2010,724,16-Jun-10, 16:00 ,Group H,Durban Stadium,Durban ,South Africa,Switzerland,1,Spain,0, 
2010,725,16-Jun-10, 20:30 ,Group A,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,South Africa,0,Uruguay,3, 
2010,725,16-Jun-10, 20:30 ,Group A,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,Uruguay,3,South Africa,0, 
2010,726,17-Jun-10, 13:30 ,Group B,Soccer City Stadium,Johannesburg ,South Africa,Argentina,4,Korea Republic,1, 
2010,726,17-Jun-10, 13:30 ,Group B,Soccer City Stadium,Johannesburg ,South Africa,Korea Republic,1,Argentina,4, 
2010,727,17-Jun-10, 16:00 ,Group B,Free State Stadium,Mangaung/Bloemfontein ,South Africa,Greece,2,Nigeria,1, 
2010,727,17-Jun-10, 16:00 ,Group B,Free State Stadium,Mangaung/Bloemfontein ,South Africa,Nigeria,1,Greece,2, 
2010,728,17-Jun-10, 20:30 ,Group A,Peter Mokaba Stadium,Polokwane ,South Africa,France,0,Mexico,2, 
2010,728,17-Jun-10, 20:30 ,Group A,Peter Mokaba Stadium,Polokwane ,South Africa,Mexico,2,France,0, 
2010,729,18-Jun-10, 13:30 ,Group D,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Germany,0,Serbia,1, 
2010,729,18-Jun-10, 13:30 ,Group D,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Serbia,1,Germany,0, 
2010,730,18-Jun-10, 16:00 ,Group C,Ellis Park Stadium,Johannesburg ,South Africa,Slovenia,2,USA,2, 
2010,730,18-Jun-10, 16:00 ,Group C,Ellis Park Stadium,Johannesburg ,South Africa,USA,2,Slovenia,2, 
2010,731,18-Jun-10, 20:30 ,Group C,Cape Town Stadium,Cape Town ,South Africa,England,0,Algeria,0, 
2010,731,18-Jun-10, 20:30 ,Group C,Cape Town Stadium,Cape Town ,South Africa,Algeria,0,England,0, 
2010,732,19-Jun-10, 13:30 ,Group E,Durban Stadium,Durban ,South Africa,Netherlands,1,Japan,0, 
2010,732,19-Jun-10, 13:30 ,Group E,Durban Stadium,Durban ,South Africa,Japan,0,Netherlands,1, 
2010,733,19-Jun-10, 16:00 ,Group D,Royal Bafokeng Sports Palace,Phokeng ,South Africa,Ghana,1,Australia,1, 
2010,733,19-Jun-10, 16:00 ,Group D,Royal Bafokeng Sports Palace,Phokeng ,South Africa,Australia,1,Ghana,1, 
2010,734,19-Jun-10, 20:30 ,Group E,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,Cameroon,1,Denmark,2, 
2010,734,19-Jun-10, 20:30 ,Group E,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,Denmark,2,Cameroon,1, 
2010,735,20-Jun-10, 13:30 ,Group F,Free State Stadium,Mangaung/Bloemfontein ,South Africa,Slovakia,0,Paraguay,2, 
2010,735,20-Jun-10, 13:30 ,Group F,Free State Stadium,Mangaung/Bloemfontein ,South Africa,Paraguay,2,Slovakia,0, 
2010,736,20-Jun-10, 16:00 ,Group F,Mbombela Stadium,Nelspruit ,South Africa,Italy,1,New Zealand,1, 
2010,736,20-Jun-10, 16:00 ,Group F,Mbombela Stadium,Nelspruit ,South Africa,New Zealand,1,Italy,1, 
2010,737,20-Jun-10, 20:30 ,Group G,Soccer City Stadium,Johannesburg ,South Africa,Brazil,3,Cï¿½te d'Ivoire,1, 
2010,737,20-Jun-10, 20:30 ,Group G,Soccer City Stadium,Johannesburg ,South Africa,Cï¿½te d'Ivoire,1,Brazil,3, 
2010,738,21-Jun-10, 13:30 ,Group G,Cape Town Stadium,Cape Town ,South Africa,Portugal,7,Korea DPR,0, 
2010,738,21-Jun-10, 13:30 ,Group G,Cape Town Stadium,Cape Town ,South Africa,Korea DPR,0,Portugal,7, 
2010,739,21-Jun-10, 16:00 ,Group H,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Chile,1,Switzerland,0, 
2010,739,21-Jun-10, 16:00 ,Group H,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Switzerland,0,Chile,1, 
2010,740,21-Jun-10, 20:30 ,Group H,Ellis Park Stadium,Johannesburg ,South Africa,Spain,2,Honduras,0, 
2010,740,21-Jun-10, 20:30 ,Group H,Ellis Park Stadium,Johannesburg ,South Africa,Honduras,0,Spain,2, 
2010,741,22-Jun-10, 16:00 ,Group A,Royal Bafokeng Sports Palace,Phokeng ,South Africa,Mexico,0,Uruguay,1, 
2010,741,22-Jun-10, 16:00 ,Group A,Royal Bafokeng Sports Palace,Phokeng ,South Africa,Uruguay,1,Mexico,0, 
2010,742,22-Jun-10, 16:00 ,Group A,Free State Stadium,Mangaung/Bloemfontein ,South Africa,France,1,South Africa,2, 
2010,742,22-Jun-10, 16:00 ,Group A,Free State Stadium,Mangaung/Bloemfontein ,South Africa,South Africa,2,France,1, 
2010,743,22-Jun-10, 20:30 ,Group B,Durban Stadium,Durban ,South Africa,Nigeria,2,Korea Republic,2, 
2010,743,22-Jun-10, 20:30 ,Group B,Durban Stadium,Durban ,South Africa,Korea Republic,2,Nigeria,2, 
2010,744,22-Jun-10, 20:30 ,Group B,Peter Mokaba Stadium,Polokwane ,South Africa,Greece,0,Argentina,2, 
2010,744,22-Jun-10, 20:30 ,Group B,Peter Mokaba Stadium,Polokwane ,South Africa,Argentina,2,Greece,0, 
2010,745,23-Jun-10, 16:00 ,Group C,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Slovenia,0,England,1, 
2010,745,23-Jun-10, 16:00 ,Group C,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,England,1,Slovenia,0, 
2010,746,23-Jun-10, 16:00 ,Group C,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,USA,1,Algeria,0, 
2010,746,23-Jun-10, 16:00 ,Group C,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,Algeria,0,USA,1, 
2010,747,23-Jun-10, 20:30 ,Group D,Soccer City Stadium,Johannesburg ,South Africa,Ghana,0,Germany,1, 
2010,747,23-Jun-10, 20:30 ,Group D,Soccer City Stadium,Johannesburg ,South Africa,Germany,1,Ghana,0, 
2010,748,23-Jun-10, 20:30 ,Group D,Mbombela Stadium,Nelspruit ,South Africa,Australia,2,Serbia,1, 
2010,748,23-Jun-10, 20:30 ,Group D,Mbombela Stadium,Nelspruit ,South Africa,Serbia,1,Australia,2, 
2010,749,24-Jun-10, 16:00 ,Group F,Ellis Park Stadium,Johannesburg ,South Africa,Slovakia,3,Italy,2, 
2010,749,24-Jun-10, 16:00 ,Group F,Ellis Park Stadium,Johannesburg ,South Africa,Italy,2,Slovakia,3, 
2010,750,24-Jun-10, 16:00 ,Group F,Peter Mokaba Stadium,Polokwane ,South Africa,Paraguay,0,New Zealand,0, 
2010,750,24-Jun-10, 16:00 ,Group F,Peter Mokaba Stadium,Polokwane ,South Africa,New Zealand,0,Paraguay,0, 
2010,751,24-Jun-10, 20:30 ,Group E,Royal Bafokeng Sports Palace,Phokeng ,South Africa,Denmark,1,Japan,3, 
2010,751,24-Jun-10, 20:30 ,Group E,Royal Bafokeng Sports Palace,Phokeng ,South Africa,Japan,3,Denmark,1, 
2010,752,24-Jun-10, 20:30 ,Group E,Cape Town Stadium,Cape Town ,South Africa,Cameroon,1,Netherlands,2, 
2010,752,24-Jun-10, 20:30 ,Group E,Cape Town Stadium,Cape Town ,South Africa,Netherlands,2,Cameroon,1, 
2010,753,25-Jun-10, 16:00 ,Group G,Durban Stadium,Durban ,South Africa,Portugal,0,Brazil,0, 
2010,753,25-Jun-10, 16:00 ,Group G,Durban Stadium,Durban ,South Africa,Brazil,0,Portugal,0, 
2010,754,25-Jun-10, 16:00 ,Group G,Mbombela Stadium,Nelspruit ,South Africa,Korea DPR,0,Cï¿½te d'Ivoire,3, 
2010,754,25-Jun-10, 16:00 ,Group G,Mbombela Stadium,Nelspruit ,South Africa,Cï¿½te d'Ivoire,3,Korea DPR,0, 
2010,755,25-Jun-10, 20:30 ,Group H,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,Chile,1,Spain,2, 
2010,755,25-Jun-10, 20:30 ,Group H,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,Spain,2,Chile,1, 
2010,756,25-Jun-10, 20:30 ,Group H,Free State Stadium,Mangaung/Bloemfontein ,South Africa,Switzerland,0,Honduras,0, 
2010,756,25-Jun-10, 20:30 ,Group H,Free State Stadium,Mangaung/Bloemfontein ,South Africa,Honduras,0,Switzerland,0, 
2010,757,26-Jun-10, 16:00 ,Round of 16,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Uruguay,2,Korea Republic,1, 
2010,757,26-Jun-10, 16:00 ,Round of 16,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Korea Republic,1,Uruguay,2, 
2010,758,26-Jun-10, 20:30 ,Round of 16,Royal Bafokeng Sports Palace,Phokeng ,South Africa,USA,1,Ghana,2,Ghana win after extra time 
2010,758,26-Jun-10, 20:30 ,Round of 16,Royal Bafokeng Sports Palace,Phokeng ,South Africa,Ghana,2,USA,1,Ghana win after extra time 
2010,759,27-Jun-10, 16:00 ,Round of 16,Free State Stadium,Mangaung/Bloemfontein ,South Africa,Germany,4,England,1, 
2010,759,27-Jun-10, 16:00 ,Round of 16,Free State Stadium,Mangaung/Bloemfontein ,South Africa,England,1,Germany,4, 
